age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
29,management,single,tertiary,no,266,no,no,cellular,12,aug,176,1,185,1,failure
49,management,married,secondary,no,601,no,no,cellular,20,aug,278,6,-1,0,unknown
52,technician,married,secondary,no,3577,no,yes,cellular,8,aug,62,2,-1,0,unknown
44,services,married,secondary,no,29312,no,no,unknown,13,may,226,1,-1,0,unknown
57,admin.,married,tertiary,no,46,no,no,cellular,7,aug,238,2,-1,0,unknown
36,technician,single,secondary,no,9149,yes,no,cellular,13,aug,141,3,-1,0,unknown
37,management,divorced,tertiary,no,1775,no,no,cellular,15,jul,514,5,-1,0,unknown
38,technician,single,secondary,no,145,yes,no,unknown,27,may,109,2,-1,0,unknown
48,blue-collar,married,secondary,no,5306,yes,no,cellular,18,may,66,2,368,1,failure
29,management,single,tertiary,no,-27,no,no,cellular,13,may,270,1,-1,0,unknown
37,management,divorced,tertiary,no,168,yes,no,unknown,5,jun,227,1,-1,0,unknown
60,retired,married,secondary,no,-1110,yes,no,unknown,6,jun,143,2,-1,0,unknown
39,technician,married,tertiary,no,99,no,no,cellular,14,aug,170,2,-1,0,unknown
54,entrepreneur,married,tertiary,no,11464,no,no,unknown,5,jun,222,1,-1,0,unknown
37,services,married,primary,no,0,yes,no,unknown,26,may,581,1,-1,0,unknown
32,technician,married,tertiary,no,231,yes,no,cellular,17,jul,177,2,-1,0,unknown
26,technician,single,secondary,no,3070,yes,no,unknown,3,jun,409,1,-1,0,unknown
42,entrepreneur,married,tertiary,no,42045,no,no,cellular,8,aug,205,2,-1,0,unknown
41,management,married,tertiary,no,0,yes,no,cellular,18,nov,897,3,-1,0,unknown
44,self-employed,married,secondary,no,0,yes,no,cellular,20,nov,40,3,-1,0,unknown
48,blue-collar,married,primary,no,1757,yes,no,unknown,15,may,90,1,-1,0,unknown
46,housemaid,married,primary,no,1188,no,no,unknown,19,jun,675,5,-1,0,unknown
59,services,married,secondary,no,108,no,no,cellular,11,aug,120,4,-1,0,unknown
27,unemployed,single,secondary,no,3276,no,no,cellular,5,aug,106,1,110,2,other
37,self-employed,married,tertiary,no,444,yes,no,unknown,7,may,401,2,-1,0,unknown
50,admin.,single,secondary,no,3702,no,no,cellular,16,oct,109,5,-1,0,unknown
48,management,married,secondary,no,0,yes,no,telephone,23,jul,90,2,-1,0,unknown
27,technician,single,secondary,no,-646,yes,no,cellular,25,jul,135,8,-1,0,unknown
38,services,married,secondary,no,1616,yes,no,telephone,12,may,168,5,288,3,failure
26,technician,married,unknown,no,-277,yes,no,cellular,16,apr,1018,2,-1,0,unknown
43,unknown,married,unknown,no,1517,no,no,unknown,20,jun,45,1,-1,0,unknown
43,management,married,tertiary,no,2100,yes,no,cellular,21,nov,105,1,-1,0,unknown
47,admin.,married,secondary,no,24556,no,no,telephone,20,oct,309,1,-1,0,unknown
33,technician,married,tertiary,no,48,no,no,cellular,27,aug,34,14,-1,0,unknown
32,management,married,tertiary,no,-383,yes,no,unknown,27,may,241,1,-1,0,unknown
27,management,single,tertiary,no,2802,yes,no,cellular,18,may,84,1,-1,0,unknown
44,blue-collar,married,unknown,no,189,yes,no,unknown,26,may,175,3,-1,0,unknown
33,blue-collar,single,secondary,no,1925,yes,no,cellular,8,may,87,2,67,2,failure
44,technician,married,secondary,no,566,yes,yes,cellular,17,apr,467,1,-1,0,unknown
31,admin.,married,secondary,yes,-51,no,yes,cellular,26,aug,173,2,-1,0,unknown
32,blue-collar,single,secondary,no,3036,yes,no,cellular,31,jul,52,5,-1,0,unknown
36,blue-collar,married,secondary,no,-308,yes,no,cellular,7,jul,279,11,-1,0,unknown
41,technician,married,tertiary,no,-762,yes,yes,unknown,23,may,145,1,-1,0,unknown
44,admin.,married,secondary,no,0,no,no,cellular,31,jul,209,1,-1,0,unknown
33,technician,single,secondary,no,-325,yes,no,cellular,15,jul,159,6,-1,0,unknown
46,management,single,unknown,no,1527,yes,no,unknown,6,may,269,1,-1,0,unknown
48,blue-collar,married,secondary,no,48,yes,yes,unknown,29,may,144,1,-1,0,unknown
78,retired,married,primary,no,680,no,no,telephone,24,may,838,1,89,9,failure
22,self-employed,single,secondary,no,2138,no,yes,cellular,10,aug,164,1,109,2,other
45,self-employed,married,primary,no,750,no,no,unknown,11,jun,183,9,-1,0,unknown
35,technician,married,tertiary,no,8029,yes,no,cellular,26,may,167,1,285,4,success
30,blue-collar,married,secondary,no,1717,yes,no,cellular,14,may,197,3,-1,0,unknown
30,services,married,tertiary,no,2025,yes,no,cellular,17,apr,140,1,-1,0,unknown
41,services,married,secondary,no,138,yes,no,unknown,1,jul,136,3,-1,0,unknown
35,technician,married,secondary,no,1368,no,no,cellular,13,aug,159,2,78,3,success
46,management,married,tertiary,no,189,yes,no,cellular,17,nov,111,1,-1,0,unknown
30,blue-collar,married,secondary,no,194,yes,no,unknown,2,jun,178,1,-1,0,unknown
32,admin.,married,tertiary,no,653,no,no,cellular,2,jun,84,1,-1,0,unknown
40,blue-collar,single,secondary,no,411,yes,no,cellular,5,may,197,1,-1,0,unknown
32,services,single,secondary,no,48,yes,yes,cellular,18,nov,132,1,-1,0,unknown
30,blue-collar,divorced,secondary,no,4591,yes,no,cellular,19,nov,89,1,175,1,other
34,technician,single,tertiary,yes,-1,no,no,cellular,27,aug,787,13,-1,0,unknown
38,self-employed,divorced,secondary,no,0,no,no,unknown,6,jun,261,2,-1,0,unknown
55,blue-collar,married,primary,no,1373,no,no,unknown,9,may,1087,2,-1,0,unknown
38,management,divorced,tertiary,no,637,yes,no,cellular,8,may,295,2,343,1,other
37,services,divorced,secondary,no,9,yes,yes,unknown,17,jun,411,6,-1,0,unknown
32,services,married,secondary,no,197,yes,no,cellular,20,apr,421,4,-1,0,unknown
52,admin.,married,primary,no,64,no,no,unknown,20,jun,9,5,-1,0,unknown
51,admin.,divorced,secondary,no,3029,yes,yes,cellular,31,jul,118,2,-1,0,unknown
41,management,married,secondary,no,99,yes,no,cellular,18,nov,157,2,-1,0,unknown
35,management,married,tertiary,no,12256,yes,no,cellular,19,nov,308,4,-1,0,unknown
54,technician,married,secondary,no,184,no,no,cellular,29,aug,81,8,-1,0,unknown
36,entrepreneur,married,secondary,no,1412,yes,yes,cellular,25,jul,226,1,-1,0,unknown
39,management,married,tertiary,no,246,yes,no,cellular,25,may,217,1,306,8,failure
32,self-employed,single,tertiary,no,444,no,no,cellular,19,nov,101,1,-1,0,unknown
25,blue-collar,single,primary,no,4599,no,no,telephone,13,apr,120,6,-1,0,unknown
35,management,married,tertiary,no,482,no,no,unknown,6,jun,129,2,-1,0,unknown
46,technician,single,secondary,yes,-1124,yes,yes,unknown,9,may,206,2,-1,0,unknown
57,technician,married,secondary,no,0,no,no,cellular,29,jul,109,2,-1,0,unknown
20,student,single,secondary,no,53,no,no,cellular,11,aug,203,1,-1,0,unknown
49,blue-collar,married,primary,no,2,yes,no,unknown,20,jun,16,20,-1,0,unknown
33,management,single,tertiary,no,3552,no,no,cellular,13,feb,158,2,85,3,failure
55,blue-collar,married,primary,no,842,no,no,telephone,31,jul,144,2,-1,0,unknown
56,entrepreneur,married,tertiary,no,21,no,no,cellular,21,jul,118,3,-1,0,unknown
41,blue-collar,married,primary,no,2770,yes,yes,unknown,5,jun,191,2,-1,0,unknown
54,technician,single,unknown,no,447,yes,no,unknown,5,may,742,2,-1,0,unknown
33,management,married,tertiary,no,85,yes,no,cellular,22,jul,702,2,-1,0,unknown
34,technician,married,secondary,no,1553,no,no,cellular,20,aug,200,2,-1,0,unknown
31,student,single,unknown,no,2347,no,no,cellular,18,dec,180,2,-1,0,unknown
42,management,married,tertiary,no,2463,no,no,cellular,26,oct,183,2,-1,0,unknown
30,services,single,secondary,no,-838,yes,no,unknown,21,may,142,2,-1,0,unknown
26,management,single,tertiary,no,222,no,no,cellular,26,oct,318,1,120,3,success
43,services,married,secondary,no,774,no,no,cellular,24,jun,482,1,91,2,success
48,technician,married,tertiary,no,648,no,no,cellular,14,aug,85,2,-1,0,unknown
39,management,married,tertiary,no,2939,no,no,cellular,6,oct,608,1,99,3,failure
40,unemployed,married,secondary,no,0,yes,no,cellular,19,nov,332,1,183,1,failure
38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,6,success
45,management,married,secondary,yes,237,yes,no,cellular,21,nov,526,1,-1,0,unknown
39,services,single,secondary,no,158,yes,no,cellular,21,nov,183,1,168,2,failure
38,services,married,secondary,no,133,yes,no,unknown,27,may,267,1,-1,0,unknown
34,blue-collar,divorced,secondary,no,-566,yes,no,unknown,26,may,248,2,-1,0,unknown
48,technician,married,secondary,no,178,yes,no,unknown,17,jun,320,4,-1,0,unknown
36,unemployed,married,secondary,no,1766,no,no,unknown,11,jun,595,2,-1,0,unknown
25,admin.,married,unknown,no,349,yes,no,cellular,22,jul,1037,8,-1,0,unknown
49,blue-collar,married,primary,no,-167,no,no,cellular,7,jul,51,1,-1,0,unknown
39,management,married,tertiary,no,141,yes,no,cellular,13,may,788,2,331,6,other
48,housemaid,divorced,secondary,no,-621,no,yes,cellular,14,jul,552,3,-1,0,unknown
49,technician,married,secondary,no,775,yes,no,unknown,16,jun,135,1,-1,0,unknown
52,blue-collar,divorced,primary,no,2800,no,no,unknown,19,jun,149,1,-1,0,unknown
51,housemaid,married,primary,no,382,no,yes,cellular,15,jul,56,3,-1,0,unknown
25,management,married,tertiary,no,3,yes,yes,cellular,21,jul,690,3,-1,0,unknown
31,blue-collar,married,secondary,no,8,yes,no,cellular,8,may,98,2,170,1,failure
40,services,single,secondary,no,546,yes,no,unknown,6,jun,219,1,-1,0,unknown
30,unemployed,married,primary,no,1379,no,yes,cellular,20,nov,172,2,-1,0,unknown
37,management,married,tertiary,no,49,no,yes,cellular,22,aug,132,1,-1,0,unknown
24,management,single,tertiary,no,553,yes,no,unknown,26,may,249,1,-1,0,unknown
38,blue-collar,married,primary,no,15477,no,no,unknown,20,jun,114,2,-1,0,unknown
55,services,married,primary,no,-747,yes,no,cellular,15,may,265,7,-1,0,unknown
37,admin.,married,secondary,no,2254,no,no,telephone,2,feb,233,2,-1,0,unknown
30,technician,single,secondary,no,656,no,yes,unknown,4,jul,523,1,-1,0,unknown
53,retired,married,primary,no,61,no,yes,cellular,10,jul,190,1,-1,0,unknown
58,admin.,divorced,secondary,no,0,yes,no,cellular,2,feb,244,1,229,5,other
32,blue-collar,single,secondary,no,2,no,no,unknown,9,may,144,2,-1,0,unknown
49,blue-collar,married,secondary,no,-202,yes,yes,cellular,8,may,608,2,170,5,failure
42,services,married,primary,no,91,yes,no,unknown,29,may,87,7,-1,0,unknown
34,management,married,tertiary,no,0,no,no,cellular,15,apr,125,2,-1,0,unknown
50,retired,married,secondary,no,0,yes,yes,unknown,17,jun,328,3,-1,0,unknown
33,student,married,tertiary,no,3214,no,no,cellular,20,nov,60,1,-1,0,unknown
72,retired,married,primary,no,2304,no,no,telephone,5,may,510,4,-1,0,unknown
37,technician,married,secondary,no,1142,yes,no,cellular,17,jul,309,2,-1,0,unknown
53,blue-collar,married,secondary,no,2,yes,no,unknown,16,may,851,2,-1,0,unknown
51,management,married,tertiary,no,346,no,no,cellular,12,nov,134,2,192,3,failure
43,blue-collar,married,primary,no,2047,yes,no,unknown,13,may,163,2,-1,0,unknown
48,blue-collar,married,secondary,no,-404,yes,no,cellular,31,jul,130,3,-1,0,unknown
34,management,single,secondary,no,1995,yes,no,cellular,20,nov,129,2,-1,0,unknown
33,management,married,tertiary,no,0,yes,no,unknown,6,may,290,1,-1,0,unknown
26,technician,single,secondary,no,354,no,no,cellular,16,jul,586,1,-1,0,unknown
40,entrepreneur,married,tertiary,no,1024,no,no,cellular,19,nov,723,1,-1,0,unknown
31,blue-collar,single,secondary,no,770,yes,no,cellular,16,apr,178,1,-1,0,unknown
56,blue-collar,married,primary,no,173,yes,yes,telephone,23,jul,31,2,-1,0,unknown
25,blue-collar,single,secondary,no,335,yes,no,unknown,13,may,164,1,-1,0,unknown
32,admin.,married,tertiary,no,0,yes,no,cellular,21,nov,102,1,-1,0,unknown
50,technician,married,secondary,no,156,no,yes,cellular,14,jul,1130,3,-1,0,unknown
29,services,married,tertiary,no,0,yes,no,unknown,4,jun,113,2,-1,0,unknown
49,technician,married,secondary,no,425,yes,no,cellular,12,may,816,1,342,4,failure
80,retired,divorced,primary,no,5861,no,no,telephone,26,apr,92,8,-1,0,unknown
40,unemployed,single,tertiary,no,72,no,no,cellular,30,apr,463,1,-1,0,unknown
43,unemployed,married,secondary,no,3529,no,no,cellular,5,feb,169,2,-1,0,unknown
50,admin.,married,secondary,no,512,yes,yes,cellular,17,apr,77,3,338,3,failure
26,admin.,single,secondary,no,102,no,yes,cellular,8,jul,658,2,-1,0,unknown
36,blue-collar,married,unknown,no,-389,yes,no,unknown,14,may,76,9,-1,0,unknown
53,unemployed,married,unknown,no,210,yes,no,telephone,21,jul,280,3,-1,0,unknown
32,technician,married,secondary,no,84,no,yes,cellular,29,jul,403,3,-1,0,unknown
49,blue-collar,married,primary,no,592,no,no,cellular,28,aug,133,15,-1,0,unknown
27,technician,married,secondary,no,0,yes,yes,cellular,25,jul,190,2,-1,0,unknown
33,admin.,single,secondary,no,101,yes,no,unknown,6,may,392,1,-1,0,unknown
50,blue-collar,married,primary,no,421,yes,no,cellular,21,jul,445,4,-1,0,unknown
30,management,married,tertiary,no,419,yes,no,cellular,4,jun,194,1,-1,0,unknown
34,blue-collar,married,primary,no,-480,yes,yes,cellular,8,jul,225,1,-1,0,unknown
33,admin.,single,secondary,no,555,yes,no,cellular,9,sep,204,1,365,1,success
30,admin.,single,secondary,no,732,yes,no,cellular,28,jan,445,1,223,1,failure
31,self-employed,married,secondary,no,131,yes,no,cellular,13,may,294,1,370,1,failure
37,blue-collar,married,secondary,no,2697,yes,no,cellular,20,apr,430,1,-1,0,unknown
34,management,married,tertiary,no,158,no,no,cellular,9,jun,190,1,92,9,success
48,services,divorced,secondary,no,403,yes,no,unknown,14,may,364,1,-1,0,unknown
57,technician,married,secondary,no,1741,no,no,cellular,23,jul,364,2,-1,0,unknown
31,management,married,tertiary,no,1575,no,no,cellular,12,aug,178,4,-1,0,unknown
45,blue-collar,single,secondary,yes,0,no,yes,cellular,16,jul,154,2,-1,0,unknown
46,admin.,single,secondary,no,9326,no,yes,unknown,9,jun,105,1,-1,0,unknown
39,blue-collar,single,primary,no,581,yes,no,cellular,7,apr,620,1,39,2,success
53,blue-collar,married,secondary,no,21522,no,no,cellular,20,nov,83,3,149,4,failure
60,technician,married,secondary,no,259,no,no,cellular,6,jul,396,1,386,2,success
36,admin.,married,secondary,no,4280,no,no,unknown,19,jun,227,6,-1,0,unknown
57,retired,married,tertiary,no,11254,no,no,cellular,30,jul,229,2,-1,0,unknown
49,entrepreneur,single,secondary,no,5802,no,no,cellular,12,aug,175,3,104,2,success
49,blue-collar,married,primary,no,512,yes,yes,cellular,21,nov,126,1,-1,0,unknown
47,management,married,tertiary,no,4386,yes,no,telephone,23,jul,43,1,-1,0,unknown
35,services,married,secondary,no,152,yes,no,unknown,2,jun,563,1,-1,0,unknown
49,self-employed,married,secondary,no,505,yes,no,telephone,15,may,354,2,-1,0,unknown
31,blue-collar,married,secondary,no,2289,yes,yes,cellular,20,apr,79,1,151,1,failure
37,blue-collar,married,secondary,no,11953,yes,yes,unknown,29,may,208,1,-1,0,unknown
53,management,married,tertiary,no,0,no,no,cellular,11,aug,608,2,-1,0,unknown
36,blue-collar,married,secondary,no,1482,yes,no,cellular,21,nov,154,1,-1,0,unknown
55,entrepreneur,married,tertiary,no,625,no,no,unknown,26,jun,48,4,-1,0,unknown
30,services,married,secondary,no,517,no,no,cellular,11,dec,141,2,-1,0,unknown
48,blue-collar,married,secondary,no,1143,yes,no,cellular,20,aug,93,3,-1,0,unknown
26,blue-collar,married,primary,yes,-683,yes,yes,unknown,27,may,446,1,-1,0,unknown
44,management,single,tertiary,no,300,yes,no,cellular,17,nov,48,1,-1,0,unknown
37,management,married,tertiary,no,238,no,no,cellular,3,nov,149,1,-1,0,unknown
34,services,divorced,secondary,no,-258,yes,no,cellular,5,may,259,1,-1,0,unknown
47,blue-collar,married,secondary,no,290,yes,no,unknown,20,may,409,2,-1,0,unknown
48,self-employed,married,tertiary,no,929,no,no,cellular,29,jan,223,1,-1,0,unknown
37,housemaid,married,primary,no,0,yes,no,cellular,24,jul,347,5,-1,0,unknown
43,management,single,secondary,no,-228,yes,yes,unknown,16,may,122,2,-1,0,unknown
37,blue-collar,married,secondary,no,151,yes,no,unknown,5,jun,202,1,-1,0,unknown
34,self-employed,married,tertiary,no,191,no,no,cellular,8,jul,59,1,-1,0,unknown
35,admin.,single,secondary,no,1721,no,no,telephone,30,jan,103,3,-1,0,unknown
39,blue-collar,divorced,secondary,no,94,yes,no,unknown,29,may,430,1,-1,0,unknown
35,blue-collar,single,primary,no,47,no,no,unknown,20,may,317,1,-1,0,unknown
43,technician,divorced,tertiary,no,123,no,no,unknown,14,may,279,2,-1,0,unknown
52,management,married,tertiary,no,3737,yes,no,unknown,19,jun,574,4,-1,0,unknown
36,technician,married,secondary,no,1975,no,no,cellular,18,jul,835,1,-1,0,unknown
45,blue-collar,married,secondary,no,226,no,no,telephone,7,jul,211,2,-1,0,unknown
41,technician,married,unknown,no,-1136,yes,yes,unknown,4,jun,89,1,-1,0,unknown
42,management,married,tertiary,no,3038,no,no,cellular,18,aug,693,7,-1,0,unknown
27,services,single,secondary,no,44,no,no,unknown,7,sep,11,1,-1,0,unknown
33,blue-collar,married,secondary,no,215,no,no,cellular,15,apr,166,1,-1,0,unknown
34,blue-collar,married,primary,no,46,yes,yes,unknown,19,may,165,1,-1,0,unknown
44,blue-collar,married,primary,no,2135,no,no,unknown,9,jun,61,1,-1,0,unknown
48,services,married,secondary,no,0,yes,no,cellular,2,apr,146,1,267,1,failure
52,blue-collar,married,secondary,no,2276,no,no,unknown,20,jun,83,3,-1,0,unknown
34,management,single,tertiary,no,0,no,no,cellular,21,aug,191,2,-1,0,unknown
43,blue-collar,married,primary,no,2901,yes,no,cellular,13,apr,179,4,-1,0,unknown
51,retired,divorced,primary,no,1193,yes,no,cellular,30,jul,85,2,-1,0,unknown
53,services,married,secondary,no,125,yes,no,cellular,8,may,176,1,-1,0,unknown
48,technician,married,tertiary,no,1036,yes,yes,telephone,17,nov,71,2,-1,0,unknown
48,blue-collar,married,primary,no,214,yes,yes,cellular,14,may,307,1,177,2,failure
42,unemployed,single,unknown,no,3274,yes,no,cellular,16,feb,137,1,-1,0,unknown
42,entrepreneur,married,tertiary,no,5345,no,no,unknown,11,jun,878,3,-1,0,unknown
38,blue-collar,married,secondary,no,530,yes,no,cellular,20,apr,59,3,-1,0,unknown
44,admin.,single,secondary,no,946,yes,no,unknown,30,may,181,4,-1,0,unknown
58,retired,married,primary,no,282,yes,no,cellular,28,jul,40,4,-1,0,unknown
60,retired,married,unknown,no,79,yes,no,unknown,15,may,301,1,-1,0,unknown
38,management,single,tertiary,no,667,yes,no,cellular,17,apr,479,2,-1,0,unknown
33,management,divorced,secondary,no,5,yes,no,unknown,13,may,1346,1,-1,0,unknown
26,student,single,tertiary,no,10086,no,no,cellular,8,jul,475,3,78,2,success
46,services,married,unknown,no,12839,yes,no,cellular,17,nov,228,4,-1,0,unknown
37,unemployed,married,secondary,no,4769,no,no,cellular,29,jan,124,1,-1,0,unknown
42,unemployed,married,tertiary,no,0,no,no,cellular,8,oct,113,1,-1,0,unknown
59,admin.,married,unknown,no,0,no,no,unknown,11,jun,242,2,-1,0,unknown
38,management,married,tertiary,no,-498,no,no,cellular,14,aug,85,6,-1,0,unknown
36,blue-collar,single,primary,no,851,yes,no,unknown,28,may,168,1,-1,0,unknown
40,entrepreneur,married,secondary,no,2663,yes,yes,cellular,6,feb,289,2,-1,0,unknown
39,blue-collar,married,secondary,no,2299,yes,no,cellular,20,apr,450,1,271,1,failure
37,management,married,secondary,no,58,no,no,telephone,28,aug,75,20,-1,0,unknown
37,blue-collar,divorced,secondary,no,0,yes,yes,cellular,4,feb,131,1,-1,0,unknown
44,admin.,married,secondary,no,469,yes,no,unknown,9,may,88,4,-1,0,unknown
54,housemaid,married,secondary,no,1977,no,no,unknown,16,jun,69,3,-1,0,unknown
30,management,single,tertiary,no,114,no,no,cellular,14,aug,65,4,-1,0,unknown
30,blue-collar,married,primary,no,-93,yes,no,cellular,13,apr,173,4,-1,0,unknown
53,self-employed,married,secondary,no,1066,yes,no,cellular,7,may,57,2,170,4,failure
57,management,divorced,tertiary,no,442,no,no,cellular,5,feb,41,1,253,3,failure
59,management,married,tertiary,no,474,no,no,cellular,21,aug,252,1,-1,0,unknown
34,services,married,secondary,no,603,yes,yes,unknown,21,may,1409,3,-1,0,unknown
26,services,married,secondary,no,0,no,no,cellular,18,jul,409,2,-1,0,unknown
39,blue-collar,married,primary,no,3324,no,no,cellular,17,nov,96,1,131,1,failure
40,technician,married,secondary,no,1716,yes,no,cellular,12,aug,226,8,-1,0,unknown
46,technician,divorced,tertiary,no,532,no,no,cellular,22,aug,491,2,-1,0,unknown
52,management,married,tertiary,no,2578,no,no,cellular,17,nov,412,1,-1,0,unknown
37,management,single,unknown,no,715,yes,no,unknown,20,may,247,2,-1,0,unknown
35,blue-collar,divorced,primary,yes,0,yes,no,cellular,10,jul,187,1,-1,0,unknown
32,admin.,single,secondary,no,184,yes,no,unknown,8,may,230,4,-1,0,unknown
42,technician,married,secondary,no,799,no,no,cellular,28,jan,234,1,181,6,failure
57,unemployed,married,secondary,no,4588,no,no,cellular,5,feb,485,3,-1,0,unknown
37,technician,married,secondary,no,183,yes,no,unknown,12,may,194,2,-1,0,unknown
32,blue-collar,single,primary,no,33,no,no,cellular,23,jul,118,1,-1,0,unknown
41,technician,married,tertiary,no,585,yes,no,telephone,20,apr,60,1,-1,0,unknown
40,admin.,single,secondary,no,0,no,no,cellular,6,feb,290,1,-1,0,unknown
41,self-employed,married,tertiary,no,355,yes,no,cellular,11,may,573,1,28,4,other
57,retired,married,secondary,no,718,no,no,cellular,3,jun,170,1,-1,0,unknown
37,management,married,tertiary,no,1113,no,no,cellular,1,sep,265,2,183,2,success
58,retired,married,primary,no,91,no,yes,cellular,16,jul,204,2,-1,0,unknown
49,services,married,secondary,no,314,no,no,cellular,20,aug,30,2,-1,0,unknown
33,technician,single,secondary,no,181,yes,no,cellular,13,may,25,7,-1,0,unknown
46,admin.,divorced,secondary,no,660,yes,no,cellular,29,jan,1026,1,259,2,failure
23,technician,single,secondary,no,4659,yes,no,cellular,7,may,158,1,318,4,failure
30,technician,single,secondary,no,3,no,no,cellular,22,aug,198,2,-1,0,unknown
26,student,single,tertiary,no,2182,yes,no,cellular,12,may,42,1,292,1,other
32,blue-collar,single,secondary,no,53,yes,no,cellular,18,nov,276,1,195,1,failure
39,management,married,tertiary,no,429,no,no,cellular,18,aug,80,6,-1,0,unknown
28,blue-collar,single,primary,no,722,yes,no,unknown,21,may,150,1,-1,0,unknown
40,unemployed,married,secondary,no,277,yes,no,unknown,26,may,228,2,-1,0,unknown
32,admin.,married,tertiary,no,57,no,no,cellular,9,jul,530,2,-1,0,unknown
50,entrepreneur,married,primary,no,431,yes,no,cellular,20,apr,12,5,-1,0,unknown
41,services,single,primary,no,5907,yes,no,cellular,7,may,198,1,167,5,failure
26,admin.,single,secondary,no,82,yes,no,unknown,5,may,228,1,-1,0,unknown
36,management,single,tertiary,no,624,yes,no,unknown,6,jun,141,3,-1,0,unknown
71,retired,married,tertiary,no,1486,no,no,telephone,21,apr,110,3,-1,0,unknown
31,housemaid,married,primary,no,979,no,yes,cellular,18,aug,298,10,-1,0,unknown
53,retired,married,primary,no,0,no,no,cellular,31,jul,85,3,-1,0,unknown
29,management,single,tertiary,no,0,yes,no,unknown,5,may,363,1,-1,0,unknown
51,entrepreneur,married,primary,no,1443,no,no,cellular,18,feb,172,10,-1,0,unknown
31,blue-collar,married,secondary,no,297,yes,no,unknown,12,may,480,1,-1,0,unknown
32,technician,married,tertiary,no,1559,yes,yes,cellular,14,aug,144,7,-1,0,unknown
28,technician,single,secondary,no,2034,yes,no,unknown,21,may,196,1,-1,0,unknown
62,retired,married,secondary,no,569,no,no,cellular,3,aug,187,2,180,6,success
56,blue-collar,married,primary,no,1137,no,no,telephone,2,jul,176,1,-1,0,unknown
28,management,single,tertiary,no,293,yes,no,cellular,14,may,265,1,-1,0,unknown
32,admin.,married,secondary,no,7522,yes,no,cellular,14,jul,240,3,-1,0,unknown
58,entrepreneur,married,tertiary,yes,0,no,yes,cellular,25,jul,138,4,-1,0,unknown
41,blue-collar,divorced,primary,no,169,yes,no,cellular,5,may,71,1,-1,0,unknown
48,blue-collar,married,primary,no,1001,yes,no,unknown,15,may,422,2,-1,0,unknown
30,management,single,tertiary,no,1191,no,no,cellular,11,aug,381,4,-1,0,unknown
52,services,married,primary,no,911,no,no,unknown,20,jun,29,2,-1,0,unknown
33,self-employed,single,secondary,no,4,yes,no,cellular,19,nov,136,2,180,2,failure
54,blue-collar,married,unknown,no,310,yes,no,telephone,28,jan,526,4,258,3,other
29,technician,married,secondary,no,1599,yes,no,cellular,28,oct,95,1,112,2,failure
50,management,divorced,primary,no,-6,yes,no,unknown,19,may,92,2,-1,0,unknown
49,management,single,tertiary,no,1093,yes,no,cellular,18,nov,152,1,-1,0,unknown
45,management,married,tertiary,no,1199,no,no,telephone,3,feb,221,2,-1,0,unknown
27,services,married,secondary,no,94,yes,no,unknown,15,may,352,2,-1,0,unknown
22,services,married,secondary,no,83,yes,no,unknown,13,may,101,1,-1,0,unknown
32,technician,single,tertiary,no,1325,no,no,cellular,12,aug,142,2,-1,0,unknown
49,management,married,unknown,no,383,yes,no,unknown,23,may,290,3,-1,0,unknown
29,management,married,tertiary,no,199,yes,yes,unknown,7,may,1689,4,-1,0,unknown
27,student,single,secondary,no,760,no,no,cellular,28,jan,177,2,-1,0,unknown
25,services,single,secondary,no,556,yes,yes,unknown,4,jun,361,1,-1,0,unknown
26,technician,single,tertiary,no,4130,no,no,cellular,28,jan,104,2,-1,0,unknown
32,admin.,single,secondary,no,13,yes,no,unknown,27,may,88,2,-1,0,unknown
28,technician,single,secondary,no,113,no,no,cellular,13,aug,204,3,105,1,failure
56,blue-collar,married,unknown,no,3197,no,no,cellular,25,aug,83,13,-1,0,unknown
55,entrepreneur,married,tertiary,no,78,no,no,cellular,18,nov,115,2,-1,0,unknown
45,blue-collar,divorced,primary,no,-207,no,no,cellular,15,jul,878,2,-1,0,unknown
50,technician,married,secondary,no,20,yes,no,cellular,9,jul,95,1,-1,0,unknown
42,management,married,tertiary,no,36,no,no,cellular,14,aug,366,2,-1,0,unknown
40,housemaid,married,primary,no,322,no,no,unknown,17,jun,140,2,-1,0,unknown
26,blue-collar,married,secondary,no,128,no,no,unknown,4,jul,355,1,-1,0,unknown
31,student,single,tertiary,no,64,no,no,cellular,2,jun,261,2,-1,0,unknown
44,self-employed,married,tertiary,no,4411,yes,no,cellular,19,nov,85,1,-1,0,unknown
50,management,married,tertiary,no,1158,yes,no,unknown,30,may,150,1,-1,0,unknown
36,technician,single,secondary,no,300,yes,no,unknown,6,jun,358,1,-1,0,unknown
25,blue-collar,married,secondary,no,59,yes,no,cellular,25,jul,246,1,-1,0,unknown
30,blue-collar,single,primary,no,-10,no,yes,cellular,4,feb,316,1,-1,0,unknown
50,management,married,secondary,no,5,no,no,unknown,3,jul,24,1,-1,0,unknown
27,management,single,tertiary,no,385,no,yes,cellular,31,jul,52,7,-1,0,unknown
43,management,divorced,secondary,no,130,yes,no,unknown,5,jun,63,3,-1,0,unknown
51,blue-collar,married,primary,no,40,yes,no,cellular,13,may,79,1,370,1,failure
